P02_P14,171,P02,"In a production system, it’s really hard to tell what’s happening, even if you have an observable platform, at least without a lot of time and energy and money","P02:In a production system, it’s really hard to tell what’s happening, even if you have an observable platform, at least without a lot of time and energy and money"
P02_P14,172,P02,"Difficulty to attach a debugger with multiple processes, relying on tracing","P02:Difficulty to attach a debugger with multiple processes, relying on tracing"
P02_P14,179,P02,Difficulty caused by flaky tests being injected into code by other people,P02:Difficulty caused by flaky tests being injected into code by other people
P02_P14,183,P14,Ease of troubleshooting when there’s no error message depends on how sophisticated your tooling and availability of instrumentation is,P14:Ease of troubleshooting when there’s no error message depends on how sophisticated your tooling and availability of instrumentation is
P02_P14,180,P02,"Difficulty with ""inspecting things"" in production environment and relying on telemetry that you hope somebody already implemented that covers the area of the system that’s broken","P02:Difficulty with ""inspecting things"" in production environment and relying on telemetry that you hope somebody already implemented that covers the area of the system that’s broken"
P02_P14,169,P02,Shares example of the meaning of “not being a transparent system” with an example of an error in CI/CD,P02:Shares example of the meaning of “not being a transparent system” with an example of an error in CI/CD
P02_P14,170,P02,Defining “transparency” as the ability to inspect the system as a means to understand it,P02:Defining “transparency” as the ability to inspect the system as a means to understand it
P02_P14,174,P02,Working in software systems where the scope of understanding is bigger than the team and scope of responsibility,P02:Working in software systems where the scope of understanding is bigger than the team and scope of responsibility
P02_P14,184,P14,"The difficulty isn’t the time it takes, the biggest problem is interruptions during troubleshooting (discovering then meeting in 10 minutes)","P14:The difficulty isn’t the time it takes, the biggest problem is interruptions during troubleshooting (discovering then meeting in 10 minutes)"
P02_P14,176,P02,Working on coding for a couple days and having multiple people making changes to the code you’re working in at the same time,P02:Working on coding for a couple days and having multiple people making changes to the code you’re working in at the same time
P02_P14,182,P14,Shares example of well-crafted error messages that are so much clearer and make troubleshooting a breeze,P14:Shares example of well-crafted error messages that are so much clearer and make troubleshooting a breeze
P02_P14,173,P02,Working in software systems that you have not written and do not fully understand,P02:Working in software systems that you have not written and do not fully understand
P02_P14,181,P14,"Shares story of an error message in a new dev tool the team developed that he was using in his workflow, and there wasn’t enough context information to unblock what was blocked","P14:Shares story of an error message in a new dev tool the team developed that he was using in his workflow, and there wasn’t enough context information to unblock what was blocked"
P02_P14,168,P02,Troubleshooting ease depends on observability and transparency in the system,P02:Troubleshooting ease depends on observability and transparency in the system
P02_P14,177,P02,Working in part of a system that is mutating faster than your making your change.,P02:Working in part of a system that is mutating faster than your making your change.
P02_P14,175,P02,Working in software systems with many other people and somebody else does work that you aren’t aware of and now things happen differently,P02:Working in software systems with many other people and somebody else does work that you aren’t aware of and now things happen differently
P02_P14,178,P02,"Situation: System is too big to fork the entire system, so the service is your fork, and everything else is a living thing that’s actively changing","P02:Situation: System is too big to fork the entire system, so the service is your fork, and everything else is a living thing that’s actively changing"
P04_P23,321,P04,"Troubleshooting is hard when having a wrong assumption and don’t know which assumption is wrong, likely unfamiliar code base","P04:Troubleshooting is hard when having a wrong assumption and don’t know which assumption is wrong, likely unfamiliar code base"
P04_P23,325,P23,Troubleshooting is hard when only occurs under some circumstances,P23:Troubleshooting is hard when only occurs under some circumstances
P04_P23,322,P04,Solving a problem that is not the one you have because we tend to pattern-match against our experience,P04:Solving a problem that is not the one you have because we tend to pattern-match against our experience
P04_P23,324,P23,"Troubleshooting is hard when something totally bewildering happens, doesn’t happen reliability and unclear the circumstances in which it occurs","P23:Troubleshooting is hard when something totally bewildering happens, doesn’t happen reliability and unclear the circumstances in which it occurs"
P04_P23,326,P23,Troubleshooting is hard when it only occurs on the production system and unable to reproduce locally,P23:Troubleshooting is hard when it only occurs on the production system and unable to reproduce locally
P04_P23,329,P23,Supporting developers in being able to see what their system is doing.  Troubleshooting is often simple if you can see what’s happening.,P23:Supporting developers in being able to see what their system is doing.  Troubleshooting is often simple if you can see what’s happening.
P04_P23,330,P23,Highlighting key to being more effective at troubleshooting is getting visibility into what your system is doing,P23:Highlighting key to being more effective at troubleshooting is getting visibility into what your system is doing
P04_P23,320,P04,Troubleshooting is easy when it’s something that I just did prior to noticing the problem.,P04:Troubleshooting is easy when it’s something that I just did prior to noticing the problem.
P04_P23,327,P23,Looking in the wrong place for the error,P23:Looking in the wrong place for the error
P04_P23,323,P23,Troubleshooting is easy when what is happening makes itself apparent,P23:Troubleshooting is easy when what is happening makes itself apparent
P04_P23,328,P23,Encountering lost organizational knowledge that was relevant to troubleshooting,P23:Encountering lost organizational knowledge that was relevant to troubleshooting
P06_P19,436,P06,"Describes a compounding difficulty of the person reporting the behavior problem not really understanding it, lots of uncertainty","P06:Describes a compounding difficulty of the person reporting the behavior problem not really understanding it, lots of uncertainty"
P06_P19,438,P06,Troubleshooting is difficult when the system has lots of moving parts which are more difficult to debug,P06:Troubleshooting is difficult when the system has lots of moving parts which are more difficult to debug
P06_P19,444,P19,Encountering an issue where there’s no way you would have known that,P19:Encountering an issue where there’s no way you would have known that
P06_P19,439,P06,Troubleshooting is easy when can reproduce locally,P06:Troubleshooting is easy when can reproduce locally
