P02_P14,127,P14,"Troubleshooting step of recognizing, okay, something doesn’t behave the way I thought it did, how am I gonna figure this out?","P14:Troubleshooting step of recognizing, okay, something doesn’t behave the way I thought it did, how am I gonna figure this out?"
P02_P14,118,P02,Discovering a production problem with no existing telemetry and adding it now doesn’t help,P02:Discovering a production problem with no existing telemetry and adding it now doesn’t help
P02_P14,116,P02,"Situation: Parts of the system completely unrelated to your change start suddenly failing, blocking your changes, PRs","P02:Situation: Parts of the system completely unrelated to your change start suddenly failing, blocking your changes, PRs"
P02_P14,124,P14,Using internal resources and docs multiple times per day,P14:Using internal resources and docs multiple times per day
P02_P14,131,P14,"The decision to create a spreadsheet was prior, and not at the moment of being surprised/confused at the behavior","P14:The decision to create a spreadsheet was prior, and not at the moment of being surprised/confused at the behavior"
P02_P14,123,P14,Troubleshooting a production change in behavior requires understanding whether the diff was intended or spurious/accidental?,P14:Troubleshooting a production change in behavior requires understanding whether the diff was intended or spurious/accidental?
P02_P14,122,P14,Reproducing the problem in a test environment that’s similar enough to production to reproduce the error (when we have the luxury),P14:Reproducing the problem in a test environment that’s similar enough to production to reproduce the error (when we have the luxury)
P02_P14,135,P14,Knowing immediate what the problem was because had been making recent changes in that part of the codebase,P14:Knowing immediate what the problem was because had been making recent changes in that part of the codebase
P02_P14,130,P14,Using a spreadsheet to keep track of data analysis so far,P14:Using a spreadsheet to keep track of data analysis so far
P02_P14,132,P14,"Troubleshooting by examining the data in a spreadsheet, and writing SQL queries that validate assumptions","P14:Troubleshooting by examining the data in a spreadsheet, and writing SQL queries that validate assumptions"
P02_P14,115,P02,"Testing code by hot-swapping modified service into a shared dev environment and it causing all sorts of weird issues, problems that only would happen with the big dataset, or people changing code at the same time.","P02:Testing code by hot-swapping modified service into a shared dev environment and it causing all sorts of weird issues, problems that only would happen with the big dataset, or people changing code at the same time."
P02_P14,125,P14,"Troubleshooting multiple attempts at data backfill why some percentage of the records failed, and needing to understand what happened and how to fix","P14:Troubleshooting multiple attempts at data backfill why some percentage of the records failed, and needing to understand what happened and how to fix"
P02_P14,134,P14,Having to come back from meeting and reload context,P14:Having to come back from meeting and reload context
P02_P14,119,P02,"Situation where building the app takes about an hour, so grab a coffee and hope it fixes itself","P02:Situation where building the app takes about an hour, so grab a coffee and hope it fixes itself"
P02_P14,126,P14,“Very confusing” findings about which data rows were updated and which failed that didn’t make sense based on mental model that hinged on a fact that didn’t seem to be true,P14:“Very confusing” findings about which data rows were updated and which failed that didn’t make sense based on mental model that hinged on a fact that didn’t seem to be true
P02_P14,121,P14,"Correlating an monitor able activity like a spike in 500 errors, with other time-related events, such as release/deploy of a server version","P14:Correlating an monitor able activity like a spike in 500 errors, with other time-related events, such as release/deploy of a server version"
P02_P14,129,P14,Didn’t write anything down when got surprised,P14:Didn’t write anything down when got surprised
P02_P14,117,P02,"Difficulty with ""inspecting things” in a local environment requires needing to know what you’re looking for before you start, knowing where to put a break point","P02:Difficulty with ""inspecting things” in a local environment requires needing to know what you’re looking for before you start, knowing where to put a break point"
P02_P14,128,P14,"During troubleshooting, updating the issue in a issue tracker updating on how the investigation was going so far, and this is my plan","P14:During troubleshooting, updating the issue in a issue tracker updating on how the investigation was going so far, and this is my plan"
P02_P14,120,P02,Checking the team’s documentation to see if someone has encountered the problem before,P02:Checking the team’s documentation to see if someone has encountered the problem before
P04_P23,267,P04,Sharing an experience of being confused and puzzled by why some extra headers were coming back in an HTTP response,P04:Sharing an experience of being confused and puzzled by why some extra headers were coming back in an HTTP response
P04_P23,287,P23,Feeling bewildered as to why the section of code was causing the break,P23:Feeling bewildered as to why the section of code was causing the break
P04_P23,274,P23,"Developers don’t think of the [within creation process] as troubleshooting, they just think of it as coding","P23:Developers don’t think of the [within creation process] as troubleshooting, they just think of it as coding"
P04_P23,282,P23,Realizing something had to be wrong when the inputs didn’t seem to be affecting result,P23:Realizing something had to be wrong when the inputs didn’t seem to be affecting result
P04_P23,279,P23,Encountering subtleties in the behavior of a built-in function that didn’t understand,P23:Encountering subtleties in the behavior of a built-in function that didn’t understand
P04_P23,283,P23,Dropping extra library and using the inbuilt functions to confirm that it worked ,P23:Dropping extra library and using the inbuilt functions to confirm that it worked 
